z, E_new(eV), E_conformal(eV), E_logarithmic(eV), Ratio_conf, Ratio_log
9.726933615426178221e+03,4.435271524793380864e+18,9.594688894229559810e+04,4.435271524793380864e+18,2.163269788691580338e-14,1.000000000000000000e+00
1.056934553557989420e+04,4.475385152207556096e+18,1.086760328485716163e+05,4.475385152207556096e+18,2.428305702246999010e-14,1.000000000000000000e+00
1.148471547840288986e+04,4.515499095007196160e+18,1.230940556153037905e+05,4.515499095007196160e+18,2.726034332537223440e-14,1.000000000000000000e+00
1.247936205471311405e+04,4.555613328059419136e+18,1.394250396236983943e+05,4.555613328059419136e+18,3.060510837584411228e-14,1.000000000000000000e+00
1.356015110565634677e+04,4.595727828233843200e+18,1.579227989787213737e+05,4.595727828233843200e+18,3.436295726838369723e-14,1.000000000000000000e+00
1.473454309619837295e+04,4.635842574243089408e+18,1.788748243862154195e+05,4.635842574243089408e+18,3.858518090757664553e-14,1.000000000000000000e+00
1.601064461318317808e+04,4.675957546495967232e+18,2.026067514462544350e+05,4.675957546495967232e+18,4.332946769332461604e-14,1.000000000000000000e+00
1.739726432343802662e+04,4.716072726962368512e+18,2.294874218109432841e+05,4.716072726962368512e+18,4.866070459408639929e-14,1.000000000000000000e+00
1.890397377819223402e+04,4.756188099048893440e+18,2.599346158694222104e+05,4.756188099048893440e+18,5.465187886942527728e-14,1.000000000000000000e+00
2.054117348353064153e+04,4.796303647484398592e+18,2.944215460600325023e+05,4.796303647484398592e+18,6.138509312571419675e-14,1.000000000000000000e+00
2.232016469295234492e+04,4.836419358214660096e+18,3.334842117315938813e+05,4.836419358214660096e+18,6.895270799153734375e-14,1.000000000000000000e+00
2.425322741760355348e+04,4.876535218305404928e+18,3.777297298663239344e+05,4.876535218305404928e+18,7.745862850501158567e-14,1.000000000000000000e+00
2.635370519267398413e+04,4.916651215853092864e+18,4.278457711442345171e+05,4.916651215853092864e+18,8.701975233970273986e-14,1.000000000000000000e+00
2.863609718508115839e+04,4.956767339902777344e+18,4.846112480085252319e+05,4.956767339902777344e+18,9.776760028806000573e-14,1.000000000000000000e+00
3.111615827824363078e+04,4.996883580372540416e+18,5.489084208506841678e+05,4.996883580372540416e+18,1.098501520040938264e-13,1.000000000000000000e+00
3.381100782480688940e+04,5.036999927983909888e+18,6.217366104750240920e+05,5.036999927983909888e+18,1.234339129172626337e-13,1.000000000000000000e+00
3.673924781802073994e+04,5.077116374197850112e+18,7.042277299679527059e+05,5.077116374197850112e+18,1.387062415088359943e-13,1.000000000000000000e+00
3.992109129748053238e+04,5.117232911155837952e+18,7.976638773752410198e+05,5.117232911155837952e+18,1.558779698372320829e-13,1.000000000000000000e+00
4.337850187558993639e+04,5.157349531625634816e+18,9.034972626205569832e+05,5.157349531625634816e+18,1.751863543628713426e-13,1.000000000000000000e+00
4.713534534786916629e+04,5.197466228951379968e+18,1.023372778378407937e+06,5.197466228951379968e+18,1.968983988155473979e-13,1.000000000000000000e+00
5.121755443364241364e+04,5.237582997007656960e+18,1.159153565708110807e+06,5.237582997007656960e+18,2.213145961353471739e-13,1.000000000000000000e+00
5.565330778427651967e+04,5.277699830157232128e+18,1.312949971801383421e+06,5.277699830157232128e+18,2.487731424775380334e-13,1.000000000000000000e+00
6.047322449462654913e+04,5.317816723212138496e+18,1.487152349917831365e+06,5.317816723212138496e+18,2.796546829879352963e-13,1.000000000000000000e+00
6.571057546036269923e+04,5.357933671397879808e+18,1.684468211299743503e+06,5.357933671397879808e+18,3.143876566243992385e-13,1.000000000000000000e+00
7.140151304013402842e+04,5.398050670320481280e+18,1.907964306497931480e+06,5.398050670320481280e+18,3.534543158307656108e-13,1.000000000000000000e+00
7.758532060787844239e+04,5.438167715936158720e+18,2.161114290155459195e+06,5.438167715936158720e+18,3.973975064841176874e-13,1.000000000000000000e+00
8.430468371788966761e+04,5.478284804523413504e+18,2.447852710076868068e+06,5.478284804523413504e+18,4.468283043728721365e-13,1.000000000000000000e+00
9.160598475443708594e+04,5.518401932657353728e+18,2.772636159705273807e+06,5.518401932657353728e+18,5.024346166771739911e-13,1.000000000000000000e+00
9.953962309984244348e+04,5.558519097186044928e+18,3.140512544466589112e+06,5.558519097186044928e+18,5.649908706900814402e-13,1.000000000000000000e+00
1.081603630310711596e+05,5.598636295208761344e+18,3.557199538549704943e+06,5.598636295208761344e+18,6.353689275357838966e-13,1.000000000000000000e+00
1.175277117462945171e+05,5.638753524055967744e+18,4.029173451533139683e+06,5.638753524055967744e+18,7.145503761325865939e-13,1.000000000000000000e+00
1.277063301308644732e+05,5.678870781270892544e+18,4.563769886063390411e+06,5.678870781270892544e+18,8.036403823652507185e-13,1.000000000000000000e+00
1.387664790981309779e+05,5.718988064592571392e+18,5.169297751051787287e+06,5.718988064592571392e+18,9.038832906569555693e-13,1.000000000000000000e+00
1.507845045861051185e+05,5.759105371940235264e+18,5.855168402434546500e+06,5.759105371940235264e+18,1.016680200185666686e-12,1.000000000000000000e+00
1.638433645577984571e+05,5.799222701398963200e+18,6.632041918659809045e+06,5.799222701398963200e+18,1.143608766233437188e-12,1.000000000000000000e+00
1.780332016430115618e+05,5.839340051206450176e+18,7.511992784381063655e+06,5.839340051206450176e+18,1.286445508997036590e-12,1.000000000000000000e+00
1.934519653744048264e+05,5.879457419740850176e+18,8.508697557487858459e+06,5.879457419740850176e+18,1.447190948082909530e-12,1.000000000000000000e+00
2.102060883130158472e+05,5.919574805509580800e+18,9.637647436279153451e+06,5.919574805509580800e+18,1.628097921375875878e-12,1.000000000000000000e+00
2.284112207303825708e+05,5.959692207139023872e+18,1.091638903059437312e+07,5.959692207139023872e+18,1.831703492592754691e-12,1.000000000000000000e+00
2.481930289186257869e+05,5.999809623365037056e+18,1.236479707907523774e+07,5.999809623365037056e+18,2.060864903266772283e-12,1.000000000000000000e+00
2.696880626390692778e+05,6.039927053024235520e+18,1.400538335125345923e+07,6.039927053024235520e+18,2.318800082898495050e-12,1.000000000000000000e+00
2.930446976972144330e+05,6.080044495045958656e+18,1.586364653555972874e+07,6.080044495045958656e+18,2.609133296390426647e-12,1.000000000000000000e+00
3.184241601504656137e+05,6.120161948444877824e+18,1.796846855137075111e+07,6.120161948444877824e+18,2.935946581599283952e-12,1.000000000000000000e+00
3.460016392185115837e+05,6.160279412314199040e+18,2.035256344475559890e+07,6.160279412314199040e+18,3.303837712956896602e-12,1.000000000000000000e+00
3.759674965785467648e+05,6.200396885819400192e+18,2.305298584486091509e+07,6.200396885819400192e+18,3.717985520827574808e-12,1.000000000000000000e+00
4.085285803928565583e+05,6.240514368192475136e+18,2.611170688359409571e+07,6.240514368192475136e+18,4.184223501941424925e-12,1.000000000000000000e+00
4.439096531392175821e+05,6.280631858726628352e+18,2.957626652980675176e+07,6.280631858726628352e+18,4.709122775395915802e-12,1.000000000000000000e+00
4.823549431001467165e+05,6.320749356771395584e+18,3.350051247685192898e+07,6.320749356771395584e+18,5.300085573075754699e-12,1.000000000000000000e+00
5.241298302206061780e+05,6.360866861728160768e+18,3.794543706763833761e+07,6.360866861728160768e+18,5.965450604845559944e-12,1.000000000000000000e+00
5.695226779712830903e+05,6.400984373046017024e+18,4.298012526504719257e+07,6.400984373046017024e+18,6.714611809713632048e-12,1.000000000000000000e+00
6.188468238624394871e+05,6.441101890217964544e+18,4.868282840149745345e+07,6.441101890217964544e+18,7.558152196820790000e-12,1.000000000000000000e+00
6.724427423484249739e+05,6.481219412777414656e+18,5.514218039635805041e+07,6.481219412777414656e+18,8.507994697363257458e-12,1.000000000000000000e+00
7.306803950529507129e+05,6.521336940294967296e+18,6.245857534420805424e+07,6.521336940294967296e+18,9.577572193560510417e-12,1.000000000000000000e+00
7.939617845382292289e+05,6.561454472375446528e+18,7.074572788504089415e+07,6.561454472375446528e+18,1.078201916707482502e-11,1.000000000000000000e+00
8.627237292461449979e+05,6.601572008655171584e+18,8.013244060839298368e+07,6.601572008655171584e+18,1.213838772088423063e-11,1.000000000000000000e+00
9.374408787663000403e+05,6.641689548799451136e+18,9.076460596118830144e+07,6.641689548799451136e+18,1.366589108001816738e-11,1.000000000000000000e+00
1.018628990244688583e+06,6.681807092500267008e+18,1.028074737738510370e+08,6.681807092500267008e+18,1.538617807288140252e-11,1.000000000000000000e+00
1.106848488549411995e+06,6.721924639474151424e+18,1.164482196476048529e+08,6.721924639474151424e+18,1.732364254186498457e-11,1.000000000000000000e+00
1.202708334768514382e+06,6.762042189460233216e+18,1.318988541219913960e+08,6.762042189460233216e+18,1.950577213605346631e-11,1.000000000000000000e+00
1.306870229743347736e+06,6.802159742218426368e+18,1.493995178381962478e+08,6.802159742218426368e+18,2.196354150740243283e-11,1.000000000000000000e+00
1.420053181653681677e+06,6.842277297527787520e+18,1.692222139131114781e+08,6.842277297527787520e+18,2.473185557303471001e-11,1.000000000000000000e+00
1.543038469183567679e+06,6.882394855184982016e+18,1.916750355343616009e+08,6.882394855184982016e+18,2.785004922958751583e-11,1.000000000000000000e+00
1.676675034527700860e+06,6.922512415002875904e+18,2.171069544834863245e+08,6.922512415002875904e+18,3.136245072135362058e-11,1.000000000000000000e+00
1.821885343465165235e+06,6.962629976809255936e+18,2.459132450126814842e+08,6.962629976809255936e+18,3.531901678413986679e-11,1.000000000000000000e+00
1.979671752951336559e+06,7.002747540445636608e+18,2.785416273754169345e+08,7.002747540445636608e+18,3.977604872468260499e-11,1.000000000000000000e+00
2.151123430182167329e+06,7.042865105766154240e+18,3.154992264964644313e+08,7.042865105766154240e+18,4.479699976621134224e-11,1.000000000000000000e+00
2.337423870891812723e+06,7.082982672636583936e+18,3.573604539361408949e+08,7.082982672636583936e+18,5.045338531134883103e-11,1.000000000000000000e+00
2.539859068780729081e+06,7.123100240933390336e+18,4.047759356537861824e+08,7.123100240933390336e+18,5.682580926317913442e-11,1.000000000000000000e+00
2.759826392466180492e+06,7.163217810542885888e+18,4.584826243298105597e+08,7.163217810542885888e+18,6.400512122568880003e-11,1.000000000000000000e+00
2.998844231231037062e+06,7.203335381360447488e+18,5.193152534166151285e+08,7.203335381360447488e+18,7.209372130033121418e-11,1.000000000000000000e+00
3.258562476153229829e+06,7.243452953289784320e+18,5.882193109423494339e+08,7.243452953289784320e+18,8.120703133375027308e-11,1.000000000000000000e+00
3.540773908965269569e+06,7.283570526242285568e+18,6.662657347122986317e+08,7.283570526242285568e+18,9.147515388390646555e-11,1.000000000000000000e+00
3.847426577258513775e+06,7.323688100136406016e+18,7.546675573072822094e+08,7.323688100136406016e+18,1.030447428930276638e-10,1.000000000000000000e+00
4.180637241455762181e+06,7.363805674897089536e+18,8.547987595831606388e+08,7.363805674897089536e+18,1.160811131256674024e-10,1.000000000000000000e+00
4.542705986374042928e+06,7.403923250455270400e+18,9.682156257010960579e+08,7.403923250455270400e+18,1.307706188933765804e-10,1.000000000000000000e+00
4.936132098237927072e+06,7.444040826747387904e+18,1.096680931598006010e+09,7.444040826747387904e+18,1.473233364945409167e-10,1.000000000000000000e+00
5.363631316739245318e+06,7.484158403714940928e+18,1.242191342845358610e+09,7.484158403714940928e+18,1.659760892058039994e-10,1.000000000000000000e+00
5.828154581230839714e+06,7.524275981304096768e+18,1.407008447726266623e+09,7.524275981304096768e+18,1.869958586344151928e-10,1.000000000000000000e+00
6.332908400455127470e+06,7.564393559465314304e+18,1.593693907860852003e+09,7.564393559465314304e+18,2.106836318513154668e-10,1.000000000000000000e+00
6.881376986415670253e+06,7.604511138152993792e+18,1.805149272706806660e+09,7.604511138152993792e+18,2.373787400547152914e-10,1.000000000000000000e+00
7.477346305177580565e+06,7.644628717325175808e+18,2.044661076750179291e+09,7.644628717325175808e+18,2.674637516556327887e-10,1.000000000000000000e+00
8.124930210614063777e+06,7.684746296943246336e+18,2.315951920307120800e+09,7.684746296943246336e+18,3.013699907345457119e-10,1.000000000000000000e+00
8.828598841495150700e+06,7.724863876971663360e+18,2.623238327857509613e+09,7.724863876971663360e+18,3.395837609096982160e-10,1.000000000000000000e+00
9.593209477938270196e+06,7.764981457377723392e+18,2.971296283170958519e+09,7.764981457377723392e+18,3.826533649153595859e-10,1.000000000000000000e+00
1.042404007021557912e+07,7.805099038131324928e+18,3.365535459801343441e+09,7.805099038131324928e+18,4.311970217622133566e-10,1.000000000000000000e+00
1.132682567136153765e+07,7.845216619204769792e+18,3.812083300674145699e+09,7.845216619204769792e+18,4.859117964113727466e-10,1.000000000000000000e+00
1.230779802506668307e+07,7.885334200572564480e+18,4.317880253569121361e+09,7.885334200572564480e+18,5.475836716287299964e-10,1.000000000000000000e+00
1.337372858212497644e+07,7.925451782211248128e+18,4.890787642691242218e+09,7.925451782211248128e+18,6.170989083131717011e-10,1.000000000000000000e+00
1.453197524236895330e+07,7.965569364099228672e+18,5.539709852918829918e+09,7.965569364099228672e+18,6.954568593534904886e-10,1.000000000000000000e+00
1.579053314474179037e+07,8.005686946216640512e+18,6.274732725771167755e+09,8.005686946216640512e+18,7.837844232388459534e-10,1.000000000000000000e+00
1.715808985610006750e+07,8.045804528545191936e+18,7.107280318108306885e+09,8.045804528545191936e+18,8.833523475362649614e-10,1.000000000000000000e+00
1.864408533970485255e+07,8.085922111068056576e+18,8.050292459977940559e+09,8.085922111068056576e+18,9.955936193051691829e-10,1.000000000000000000e+00
2.025877711735021323e+07,8.126039693769750528e+18,9.118425871292877197e+09,8.126039693769750528e+18,1.122124209937590036e-09,1.000000000000000000e+00
2.201331107493032515e+07,8.166157276636015616e+18,1.032828196318548203e+10,8.166157276636015616e+18,1.264766476239132150e-09,1.000000000000000000e+00
2.391979840020237118e+07,8.206274859653737472e+18,1.169866486463112831e+10,8.206274859653737472e+18,1.425575558302071197e-09,1.000000000000000000e+00
2.599139918382938206e+07,8.246392442810844160e+18,1.325087368470598221e+10,8.246392442810844160e+18,1.606869158435215441e-09,1.000000000000000000e+00
2.824241326078435779e+07,8.286510026096225280e+18,1.500903355295124817e+10,8.286510026096225280e+18,1.811261134746011296e-09,1.000000000000000000e+00
3.068837891917639226e+07,8.326627609499656192e+18,1.700047058302354431e+10,8.326627609499656192e+18,2.041699398641065820e-09,1.000000000000000000e+00
3.334618015786369517e+07,8.366745193011733504e+18,1.925613658748430634e+10,8.366745193011733504e+18,2.301508668337104666e-09,1.000000000000000000e+00
3.623416323323149979e+07,8.406862776623789056e+18,2.181109014483750534e+10,8.406862776623789056e+18,2.594438701376885956e-09,1.000000000000000000e+00
3.937226329963491112e+07,8.446980360327861248e+18,2.470504149577817917e+10,8.446980360327861248e+18,2.924718709162392001e-09,1.000000000000000000e+00
4.278214201767621934e+07,8.487097944116612096e+18,2.798296973767211533e+10,8.487097944116612096e+18,3.297118746823269829e-09,1.000000000000000000e+00
4.648733708020256460e+07,8.527215527983294464e+18,3.169582190998550034e+10,8.527215527983294464e+18,3.717018973658055520e-09,1.000000000000000000e+00
5.051342468816776574e+07,8.567333111921696768e+18,3.590130483616278839e+10,8.567333111921696768e+18,4.190487794411199473e-09,1.000000000000000000e+00
5.488819609789676964e+07,8.607450695926100992e+18,4.066478202911714935e+10,8.607450695926100992e+18,4.724370021470324270e-09,1.000000000000000000e+00
5.964184945842459798e+07,8.647568279991248896e+18,4.606028960044602966e+10,8.647568279991248896e+18,5.326386344588959893e-09,1.000000000000000000e+00
6.480719826311983913e+07,8.687685864112297984e+18,5.217168696308742523e+10,8.687685864112297984e+18,6.005245560109613208e-09,1.000000000000000000e+00
7.041989785449296236e+07,8.727803448284793856e+18,5.909396021215824127e+10,8.727803448284793856e+18,6.770771198310097872e-09,1.000000000000000000e+00
7.651869154570817947e+07,8.767921032504632320e+18,6.693469844171099091e+10,8.767921032504632320e+18,7.634044398161112971e-09,1.000000000000000000e+00
8.314567805772081017e+07,8.808038616768044032e+18,7.581576594298512268e+10,8.808038616768044032e+18,8.607565116557628385e-09,1.000000000000000000e+00
9.034660211810533702e+07,8.848156201071554560e+18,8.587519627421423340e+10,8.848156201071554560e+18,9.705434027466008726e-09,1.000000000000000000e+00
9.817117022752183676e+07,8.888273785411966976e+18,9.726933764048208618e+10,8.888273785411966976e+18,1.094355776935303929e-08,1.000000000000000000e+00
1.066733937734859288e+08,8.928391369786343424e+18,1.101752829280811615e+11,8.928391369786343424e+18,1.233988054118170456e-08,1.000000000000000000e+00
1.159119618598885685e+08,8.968508954191972352e+18,1.247936221620674133e+11,8.968508954191972352e+18,1.391464543320075536e-08,1.000000000000000000e+00
1.259506464258361608e+08,9.008626538626367488e+18,1.413515601669562073e+11,9.008626538626367488e+18,1.569068931439014338e-08,1.000000000000000000e+00
1.368587424502520561e+08,9.048744123087229952e+18,1.601064478866317444e+11,9.048744123087229952e+18,1.769377559015415925e-08,1.000000000000000000e+00
1.487115462808953822e+08,9.088861707572455424e+18,1.813497822488597107e+11,9.088861707572455424e+18,1.995296969891914493e-08,1.000000000000000000e+00
1.615908753895922303e+08,9.128979292080101376e+18,2.054117367420832520e+11,9.128979292080101376e+18,2.250106284284042602e-08,1.000000000000000000e+00
1.755856331414470673e+08,9.169096876608378880e+18,2.326662931207772217e+11,9.169096876608378880e+18,2.537505015508569750e-08,1.000000000000000000e+00
1.907924224765264988e+08,9.209214461155643392e+18,2.635370539986537781e+11,9.209214461155643392e+18,2.861667030453573558e-08,1.000000000000000000e+00
2.073162127401235402e+08,9.249332045720387584e+18,2.985038266716461182e+11,9.249332045720387584e+18,3.227301443997375969e-08,1.000000000000000000e+00
2.252710642645982802e+08,9.289449630301208576e+18,3.381100804994238281e+11,9.289449630301208576e+18,3.639721339319654217e-08,1.000000000000000000e+00
2.447809157044440210e+08,9.329567214896830464e+18,3.829713937514490967e+11,9.329567214896830464e+18,4.104921320894134693e-08,1.000000000000000000e+00
2.659804395593763888e+08,9.369684799506075648e+18,4.337850212022362671e+11,9.369684799506075648e+18,4.629665036598704986e-08,1.000000000000000000e+00
2.890159717909511328e+08,9.409802384127854592e+18,4.913407311797071533e+11,9.409802384127854592e+18,5.221583951736165679e-08,1.000000000000000000e+00
3.140465219496749043e+08,9.449919968761167872e+18,5.565330805009676514e+11,9.449919968761167872e+18,5.889288822981704613e-08,1.000000000000000000e+00
3.412448707852896452e+08,9.490037553405097984e+18,6.303753180780516357e+11,9.490037553405097984e+18,6.642495506794576342e-08,1.000000000000000000e+00
3.707987629168172479e+08,9.530155138058799104e+18,7.140151332897607422e+11,9.530155138058799104e+18,7.492166947401852795e-08,1.000000000000000000e+00
4.029122027951360345e+08,9.570272722721492992e+18,8.087524938879500732e+11,9.570272722721492992e+18,8.450673427182811095e-08,1.000000000000000000e+00
4.378068629038175344e+08,9.610390307392458752e+18,9.160598506829481201e+11,9.610390307392458752e+18,9.531973430655577914e-08,1.000000000000000000e+00
4.757236139187889695e+08,9.650507892071043072e+18,1.037605023038575195e+12,9.650507892071043072e+18,1.075181777625488658e-07,1.000000000000000000e+00
5.169241873891614676e+08,9.690625476756633600e+18,1.175277120873345215e+12,9.690625476756633600e+18,1.212798001214984594e-07,1.000000000000000000e+00
5.616929824163814783e+08,9.730743061448673280e+18,1.331215906059319824e+12,9.730743061448673280e+18,1.368051645853583698e-07,1.000000000000000000e+00
6.103390288028621674e+08,9.770860646146650112e+18,1.507845049566807373e+12,9.770860646146650112e+18,1.543205971483646663e-07,1.000000000000000000e+00
6.631981202212688923e+08,9.810978230850091008e+18,1.707909801252328857e+12,9.810978230850091008e+18,1.740814994249909387e-07,1.000000000000000000e+00
7.206351321293059587e+08,9.851095815558555648e+18,1.934519657770745361e+12,9.851095815558555648e+18,1.963760878983043633e-07,1.000000000000000000e+00
7.830465404301183224e+08,9.891213400271648768e+18,2.191196691775593018e+12,9.891213400271648768e+18,2.215296145279218094e-07,1.000000000000000000e+00
8.508631582640599012e+08,9.931330984989001728e+18,2.481930293561696777e+12,9.931330984989001728e+18,2.499091307411949229e-07,1.000000000000000000e+00
9.245531098233579397e+08,9.971448569710268416e+18,2.811239175969436523e+12,9.971448569710268416e+18,2.819288648300294416e-07,1.000000000000000000e+00
1.004625061717340231e+09,1.001156615443514368e+19,3.184241606259022949e+12,1.001156615443514368e+19,3.180562918068915491e-07,1.000000000000000000e+00
1.091631734193616867e+09,1.005168373916333875e+19,3.606734956530016602e+12,1.005168373916333875e+19,3.588189849703952492e-07,1.000000000000000000e+00
1.186173716452479124e+09,1.009180132389458534e+19,4.085285809094696289e+12,1.009180132389458534e+19,4.048123499440950160e-07,1.000000000000000000e+00
1.288903612390891552e+09,1.013191890862864384e+19,4.627332017263879883e+12,1.013191890862864384e+19,4.567083549517067670e-07,1.000000000000000000e+00
1.400530545393222570e+09,1.017203649336529101e+19,5.241298307819622070e+12,1.017203649336529101e+19,5.152653857699250720e-07,1.000000000000000000e+00
1.521825053264387131e+09,1.021215407810431795e+19,5.936727221920713867e+12,1.021215407810431795e+19,5.813393703733413461e-07,1.000000000000000000e+00
1.653624407094185591e+09,1.025227166284553421e+19,6.724427429583995117e+12,1.025227166284553421e+19,6.558963369994840417e-07,1.000000000000000000e+00
1.796838390767722845e+09,1.029238924758876774e+19,7.616641722911277344e+12,1.029238924758876774e+19,7.400265904921593964e-07,1.000000000000000000e+00
1.952455581016860962e+09,1.033250683233385677e+19,8.627237299089441406e+12,1.033250683233385677e+19,8.349607156408491996e-07,1.000000000000000000e+00
2.121550171362456799e+09,1.037262441708065382e+19,9.771921290627080078e+12,1.037262441708065382e+19,9.420876431750104672e-07,1.000000000000000000e+00
2.305289387051710606e+09,1.041274200182902170e+19,1.106848489269615625e+13,1.041274200182902170e+19,1.062975044493751097e-06,1.000000000000000000e+00
2.504941542174502373e+09,1.045285958657883341e+19,1.253707988191660547e+13,1.045285958657883341e+19,1.199392355563050979e-06,1.000000000000000000e+00
2.721884794575185299e+09,1.049297717132998246e+19,1.420053182436262891e+13,1.049297717132998246e+19,1.353336769202435474e-06,1.000000000000000000e+00
2.957616658993256569e+09,1.053309475608235008e+19,1.608469484081118164e+13,1.053309475608235008e+19,1.527062578785124102e-06,1.000000000000000000e+00
3.213764344100275517e+09,1.057321234083584614e+19,1.821885344315516406e+13,1.057321234083584614e+19,1.723114305837813604e-06,1.000000000000000000e+00
3.492095984787278652e+09,1.061332992559038259e+19,2.063617768750274609e+13,1.061332992559038259e+19,1.944364099880257677e-06,1.000000000000000000e+00
3.794532847236942291e+09,1.065344751034587136e+19,2.337423871815814062e+13,1.065344751034587136e+19,2.194053961917843265e-06,1.000000000000000000e+00
4.123162591029747963e+09,1.069356509510224077e+19,2.647559271530241797e+13,1.069356509510224077e+19,2.475843414225673099e-06,1.000000000000000000e+00
4.480253679829498291e+09,1.073368267985941709e+19,2.998844232235057031e+13,1.073368267985941709e+19,2.793863319494306062e-06,1.000000000000000000e+00
4.868271040122283936e+09,1.077380026461733683e+19,3.396738583318804688e+13,1.077380026461733683e+19,3.152776643237176204e-06,1.000000000000000000e+00
5.289893076098167419e+09,1.081391784937594470e+19,3.847426578349496094e+13,1.081391784937594470e+19,3.557847055932208215e-06,1.000000000000000000e+00
5.748030158125362396e+09,1.085403543413517926e+19,4.357913013534275000e+13,1.085403543413517926e+19,4.015016387203735073e-06,1.000000000000000000e+00
6.245844712439618111e+09,1.089415301889499546e+19,4.936132099423377344e+13,1.089415301889499546e+19,4.530992075163686211e-06,1.000000000000000000e+00
6.786773050723316193e+09,1.093427060365534822e+19,5.591070777991044531e+13,1.093427060365534822e+19,5.113345901757670321e-06,1.000000000000000000e+00
7.374549090259561539e+09,1.097438818841618637e+19,6.332908401743255469e+13,1.097438818841618637e+19,5.770625471794263675e-06,1.000000000000000000e+00
8.013230128396886826e+09,1.101450577317747917e+19,7.173174945808362500e+13,1.101450577317747917e+19,6.512480081744998475e-06,1.000000000000000000e+00
8.707224849239938736e+09,1.105462335793918976e+19,8.124930212013767188e+13,1.105462335793918976e+19,7.349802837179992322e-06,1.000000000000000000e+00
9.461323755890779495e+09,1.109474094270128128e+19,9.202966810219468750e+13,1.109474094270128128e+19,8.294891118006388485e-06,1.000000000000000000e+00
